"","year_2"
"30959","2011"
"30960","2017"
"30961","2003"
"30962","2007"
"30963","2011"
"30964","0"
"30965","0"
"30966","2014"
"30967","2015"
"30968","0"
"30969","0"
"30970","2017"
"30971","0"
"30972","2019"
"30973","2013"
"30974","2015"
"30975","1968"
"30976","2019"
"30977","2012"
"30978","2018"
"30979","1998"
"30980","2007"
"30981","2018"
"30982","2019"
"30983","1987"
"30984","2014"
"30985","2004"
"30986","2010"
"30987","2010"
"30988","2019"
"30989","0"
"30990","2018"
"30991","2017"
"30992","2014"
"30993","2007"
"30994","1972"
"30995","2011"
"30996","1991"
"30997","2011"
"30998","2017"
"30999","2015"
"31000","1987"
"31001","0"
"31002","0"
"31003","1950"
"31004","2018"
"31005","2013"
"31006","1972"
"31007","2002"
"31008","1931"
"31009","0"
"31010","2018"
"31011","2012"
"31012","2010"
"31013","1896"
"31014","0"
"31015","2017"
"31016","2019"
"31017","0"
"31018","2018"
"31019","2010"
"31020","2017"
"31021","2017"
"31022","0"
"31023","2019"
"31024","2019"
"31025","0"
"31026","2014"
"31027","2010"
"31028","2010"
"31029","2013"
"31030","2015"
"31031","2019"
"31032","0"
"31033","0"
"31034","2019"
"31035","2017"
"31036","2019"
"31037","2016"
"31038","0"
"31039","1997"
"31040","0"
"31041","0"
"31042","2015"
"31043","2015"
"31044","2016"
"31045","0"
"31046","1873"
"31047","1962"
"31048","2017"
"31049","0"
"31050","0"
"31051","0"
"31052","2017"
"31053","0"
"31054","2016"
"31055","2017"
"31056","2017"
"31057","0"
"31058","2006"
"31059","2016"
"31060","2011"
"31061","2017"
"31062","2012"
"31063","2010"
"31064","0"
"31065","2014"
"31066","2009"
"31067","2013"
"31068","0"
"31069","2018"
"31070","1895"
"31071","1816"
"31072","2011"
"31073","0"
"31074","2018"
"31075","2018"
"31076","2012"
"31077","1921"
"31078","2005"
"31079","1995"
"31080","0"
"31081","2015"
"31082","2017"
"31083","2019"
"31084","2013"
"31085","2007"
"31086","2009"
"31087","2007"
"31088","1999"
"31089","2019"
"31090","2019"
"31091","2002"
"31092","0"
"31093","2017"
"31094","2012"
"31095","2013"
"31096","2019"
"31097","2019"
"31098","0"
"31099","2012"
"31100","2014"
"31101","2013"
"31102","2014"
"31103","2015"
"31104","2016"
"31105","0"
"31106","2011"
"31107","0"
"31108","2018"
"31109","2017"
"31110","2014"
"31111","0"
"31112","0"
"31113","2007"
"31114","2016"
"31115","2011"
"31116","0"
"31117","0"
"31118","2010"
"31119","2007"
"31120","2011"
"31121","0"
"31122","2015"
"31123","2019"
"31124","2017"
"31125","0"
"31126","2014"
"31127","2015"
"31128","2008"
"31129","2014"
"31130","0"
"31131","2003"
"31132","2006"
"31133","0"
"31134","2005"
"31135","2016"
"31136","2016"
"31137","0"
"31138","2012"
"31139","2019"
"31140","2014"
"31141","1882"
"31142","0"
"31143","2017"
"31144","1986"
"31145","2014"
"31146","2019"
"31147","2014"
"31148","2011"
"31149","1992"
"31150","0"
"31151","2016"
"31152","2019"
"31153","2017"
"31154","2016"
"31155","2013"
"31156","2013"
"31157","2010"
"31158","1987"
"31159","2014"
"31160","1989"
"31161","2014"
"31162","2018"
"31163","2019"
"31164","0"
"31165","2019"
"31166","0"
"31167","2015"
"31168","0"
"31169","2012"
"31170","0"
"31171","2018"
"31172","0"
"31173","2018"
"31174","0"
"31175","0"
"31176","2010"
"31177","2018"
"31178","0"
"31179","2008"
"31180","1927"
"31181","2016"
"31182","2015"
"31183","2014"
"31184","1994"
"31185","2014"
"31186","2018"
"31187","2013"
"31188","1600"
"31189","2019"
"31190","2017"
"31191","2018"
"31192","1940"
"31193","2012"
"31194","2015"
"31195","0"
"31196","2011"
"31197","2000"
"31198","0"
"31199","2017"
"31200","0"
"31201","0"
"31202","2018"
"31203","2019"
"31204","2016"
"31205","2019"
"31206","2014"
"31207","2018"
"31208","2016"
"31209","2019"
"31210","0"
"31211","0"
"31212","2014"
"31213","2017"
"31214","1996"
"31215","2012"
"31216","1985"
"31217","2013"
"31218","2009"
"31219","0"
"31220","2019"
"31221","2011"
"31222","2011"
"31223","0"
"31224","2000"
"31225","2018"
"31226","2009"
"31227","0"
"31228","2014"
"31229","2016"
"31230","2016"
"31231","2015"
"31232","2017"
"31233","1914"
"31234","2019"
"31235","0"
"31236","2014"
"31237","2008"
"31238","2018"
"31239","0"
"31240","2008"
"31241","2018"
"31242","1856"
"31243","2019"
"31244","0"
"31245","2019"
"31246","2018"
"31247","2017"
"31248","2015"
"31249","0"
"31250","2016"
"31251","1948"
"31252","2017"
"31253","2012"
"31254","0"
"31255","1909"
"31256","1988"
"31257","2013"
"31258","2019"
"31259","2015"
"31260","1858"
"31261","2016"
"31262","0"
"31263","2018"
"31264","2015"
"31265","2015"
"31266","2019"
"31267","2013"
"31268","2014"
"31269","0"
"31270","2018"
"31271","2012"
"31272","2011"
"31273","0"
"31274","2008"
"31275","2018"
"31276","1994"
"31277","2018"
"31278","2018"
"31279","2012"
"31280","2017"
"31281","0"
"31282","2006"
"31283","2016"
"31284","0"
"31285","2016"
"31286","2011"
"31287","0"
"31288","2004"
"31289","2013"
"31290","2018"
"31291","2013"
"31292","2018"
"31293","2019"
"31294","2019"
"31295","2018"
"31296","0"
"31297","2018"
"31298","1994"
"31299","0"
"31300","2014"
"31301","2007"
"31302","2015"
"31303","2011"
"31304","1994"
"31305","2016"
"31306","2012"
"31307","2019"
"31308","0"
"31309","2017"
"31310","2019"
"31311","0"
"31312","2019"
"31313","1933"
"31314","2012"
"31315","0"
"31316","2014"
"31317","2011"
"31318","2017"
"31319","2013"
"31320","2018"
"31321","1942"
"31322","2008"
"31323","2012"
"31324","2007"
"31325","0"
"31326","0"
"31327","2019"
"31328","2017"
"31329","2001"
"31330","2015"
"31331","2014"
"31332","2009"
"31333","2017"
"31334","2014"
"31335","2005"
"31336","2010"
"31337","1916"
"31338","0"
"31339","2019"
"31340","2008"
"31341","2010"
"31342","1922"
"31343","2002"
"31344","2002"
"31345","2018"
"31346","2019"
"31347","2008"
"31348","0"
"31349","0"
"31350","1951"
"31351","0"
"31352","2015"
"31353","2009"
"31354","2017"
"31355","0"
"31356","2012"
"31357","2008"
"31358","0"
"31359","2016"
"31360","2012"
"31361","0"
"31362","1977"
"31363","2016"
"31364","2018"
"31365","2009"
"31366","2011"
"31367","0"
"31368","2001"
"31369","0"
"31370","2017"
"31371","2013"
"31372","2019"
"31373","0"
"31374","0"
"31375","1996"
"31376","2017"
"31377","2017"
"31378","2009"
"31379","0"
"31380","1830"
"31381","2018"
"31382","0"
"31383","2014"
"31384","2014"
"31385","2015"
"31386","2013"
"31387","0"
"31388","0"
"31389","0"
"31390","0"
"31391","2007"
"31392","0"
"31393","1967"
"31394","0"
"31395","2019"
"31396","2016"
"31397","2018"
"31398","2017"
"31399","2009"
"31400","2002"
"31401","2012"
"31402","2013"
"31403","1892"
"31404","2004"
"31405","2016"
"31406","0"
"31407","2006"
"31408","1843"
"31409","0"
"31410","0"
"31411","2019"
"31412","1878"
"31413","2011"
"31414","2014"
"31415","2010"
"31416","0"
"31417","2013"
"31418","2017"
"31419","2012"
"31420","0"
"31421","2014"
"31422","2018"
"31423","2014"
"31424","2013"
"31425","2017"
"31426","2013"
"31427","2015"
"31428","2012"
"31429","2019"
"31430","2014"
"31431","2013"
"31432","0"
"31433","0"
"31434","2018"
"31435","0"
"31436","0"
"31437","2012"
"31438","2018"
"31439","2018"
"31440","0"
"31441","0"
"31442","0"
"31443","1905"
"31444","2014"
"31445","1998"
"31446","1917"
"31447","0"
"31448","2012"
"31449","1977"
"31450","0"
"31451","2015"
"31452","0"
"31453","0"
"31454","2016"
"31455","2013"
"31456","2015"
"31457","2018"
"31458","2014"
"31459","2017"
"31460","1869"
"31461","2019"
"31462","2018"
"31463","2018"
"31464","0"
"31465","1825"
"31466","0"
"31467","2018"
"31468","2000"
"31469","0"
"31470","2013"
"31471","2002"
"31472","2013"
"31473","2014"
"31474","2011"
"31475","2016"
"31476","2016"
"31477","2017"
"31478","1887"
"31479","2014"
"31480","2008"
"31481","0"
"31482","2008"
"31483","2015"
"31484","2004"
"31485","2006"
"31486","2017"
"31487","2011"
"31488","0"
"31489","0"
"31490","2010"
"31491","2013"
"31492","1970"
"31493","2009"
"31494","2013"
"31495","2008"
"31496","2016"
"31497","2019"
"31498","2018"
"31499","2016"
"31500","0"
"31501","2016"
"31502","0"
"31503","1833"
"31504","2010"
"31505","2018"
"31506","1884"
"31507","0"
"31508","2013"
"31509","2018"
"31510","2013"
"31511","2017"
"31512","2012"
"31513","0"
"31514","2013"
"31515","2012"
"31516","2018"
"31517","1997"
"31518","2016"
"31519","2014"
"31520","1878"
"31521","0"
"31522","1852"
"31523","2016"
"31524","2018"
"31525","2013"
"31526","0"
"31527","2009"
"31528","2019"
"31529","2013"
"31530","0"
"31531","2012"
"31532","2016"
"31533","2019"
"31534","2010"
"31535","0"
"31536","2016"
"31537","2012"
"31538","1853"
"31539","2018"
"31540","2014"
"31541","0"
"31542","2017"
"31543","2014"
"31544","1922"
"31545","1995"
"31546","2008"
"31547","0"
"31548","1978"
"31549","2019"
"31550","0"
"31551","0"
"31552","0"
"31553","2016"
"31554","2019"
"31555","0"
"31556","0"
"31557","2009"
"31558","2009"
"31559","0"
"31560","2018"
"31561","2004"
"31562","2016"
"31563","2018"
"31564","2015"
"31565","1898"
"31566","0"
"31567","2014"
"31568","0"
"31569","2006"
"31570","2015"
"31571","0"
"31572","2016"
"31573","2018"
"31574","2013"
"31575","2015"
"31576","2012"
"31577","2019"
"31578","2012"
"31579","2001"
"31580","1841"
"31581","2017"
"31582","2017"
"31583","0"
"31584","0"
"31585","2013"
"31586","2016"
"31587","0"
"31588","1964"
"31589","0"
"31590","2014"
"31591","2019"
"31592","0"
"31593","1931"
"31594","1898"
"31595","2000"
"31596","0"
"31597","1897"
"31598","2013"
"31599","2009"
"31600","2015"
"31601","1971"
"31602","2012"
"31603","2018"
"31604","2018"
"31605","0"
"31606","2017"
"31607","0"
"31608","2018"
"31609","0"
"31610","0"
"31611","2009"
"31612","2012"
"31613","2001"
"31614","0"
"31615","2011"
"31616","2007"
"31617","2018"
"31618","2012"
"31619","2019"
"31620","1886"
"31621","2011"
"31622","1977"
"31623","2009"
"31624","2018"
"31625","2018"
"31626","2017"
"31627","2012"
"31628","1912"
"31629","2007"
"31630","2016"
"31631","2006"
"31632","2012"
"31633","0"
"31634","0"
"31635","2017"
"31636","2002"
"31637","2014"
"31638","2008"
"31639","0"
"31640","2009"
"31641","2006"
"31642","0"
"31643","2009"
"31644","0"
"31645","2018"
"31646","2018"
"31647","1936"
"31648","2018"
"31649","2013"
"31650","2016"
"31651","2001"
"31652","0"
"31653","2015"
"31654","2008"
"31655","2018"
"31656","1851"
"31657","2013"
"31658","1895"
"31659","0"
"31660","0"
"31661","1962"
"31662","2016"
"31663","1978"
"31664","2014"
"31665","2019"
"31666","2013"
"31667","2018"
"31668","2013"
"31669","2013"
"31670","1996"
"31671","2018"
"31672","1997"
"31673","2014"
"31674","0"
"31675","2018"
"31676","0"
"31677","2018"
"31678","2018"
"31679","2019"
"31680","0"
"31681","0"
"31682","0"
"31683","2018"
"31684","2016"
"31685","0"
"31686","2014"
"31687","2018"
"31688","2013"
"31689","1998"
"31690","2015"
"31691","2016"
"31692","2004"
"31693","2011"
"31694","2010"
"31695","2015"
"31696","0"
"31697","2018"
"31698","2010"
"31699","2017"
"31700","1912"
"31701","0"
"31702","2013"
"31703","2018"
"31704","2010"
"31705","0"
"31706","2015"
"31707","2017"
"31708","2017"
"31709","2018"
"31710","2019"
"31711","0"
"31712","0"
"31713","2011"
"31714","2019"
"31715","2019"
"31716","0"
"31717","0"
"31718","2017"
"31719","0"
"31720","2012"
"31721","2014"
"31722","2009"
"31723","0"
"31724","2005"
"31725","2019"
"31726","2019"
"31727","2020"
"31728","0"
"31729","0"
"31730","2019"
"31731","2019"
"31732","2011"
"31733","2018"
"31734","2019"
"31735","2006"
"31736","2015"
"31737","1928"
"31738","1924"
"31739","2006"
"31740","2016"
"31741","2017"
"31742","2003"
"31743","0"
"31744","2009"
"31745","2012"
"31746","2018"
"31747","2013"
"31748","2012"
"31749","2017"
"31750","2008"
"31751","1989"
"31752","0"
"31753","2010"
"31754","2017"
"31755","1984"
"31756","2016"
"31757","2014"
"31758","2019"
"31759","2014"
"31760","2005"
"31761","1916"
"31762","2019"
"31763","2012"
"31764","2018"
"31765","2016"
"31766","2019"
"31767","0"
"31768","2013"
"31769","2016"
"31770","2018"
"31771","2015"
"31772","0"
"31773","2015"
"31774","0"
"31775","2015"
"31776","1917"
"31777","0"
"31778","2014"
"31779","2017"
"31780","0"
"31781","0"
"31782","2016"
"31783","2012"
"31784","2009"
"31785","1916"
"31786","1914"
"31787","2010"
"31788","1972"
"31789","2019"
"31790","2010"
"31791","0"
"31792","2010"
"31793","1972"
"31794","0"
"31795","0"
"31796","2012"
"31797","0"
"31798","0"
"31799","0"
"31800","2009"
"31801","0"
"31802","0"
"31803","2014"
"31804","2019"
"31805","2014"
"31806","1879"
"31807","2018"
"31808","0"
"31809","2018"
"31810","2009"
"31811","2013"
"31812","1995"
"31813","2018"
"31814","1859"
"31815","1918"
"31816","2005"
"31817","2017"
"31818","2017"
"31819","2013"
"31820","2017"
"31821","0"
"31822","2017"
"31823","2003"
"31824","2012"
"31825","2015"
"31826","2016"
"31827","2010"
"31828","2012"
"31829","2016"
"31830","2012"
"31831","2000"
"31832","2007"
"31833","2017"
"31834","2018"
"31835","2019"
"31836","0"
"31837","2019"
"31838","2016"
"31839","1981"
"31840","0"
"31841","2016"
"31842","2019"
"31843","0"
"31844","2014"
"31845","2017"
"31846","2002"
"31847","2014"
"31848","2008"
"31849","2019"
"31850","2016"
"31851","1824"
"31852","2000"
"31853","2019"
"31854","0"
"31855","2015"
"31856","1975"
"31857","2016"
"31858","2009"
"31859","2004"
"31860","0"
"31861","2017"
"31862","1834"
"31863","2018"
"31864","2002"
"31865","0"
"31866","1914"
"31867","2015"
"31868","2017"
"31869","2014"
"31870","2016"
"31871","2015"
"31872","2011"
"31873","1835"
"31874","2011"
"31875","2014"
"31876","2019"
"31877","2006"
"31878","1999"
"31879","2015"
"31880","2014"
"31881","2016"
"31882","2013"
"31883","1903"
"31884","2015"
"31885","2015"
"31886","2015"
"31887","2018"
"31888","2013"
"31889","2012"
"31890","2012"
"31891","0"
"31892","2013"
"31893","2008"
"31894","2016"
"31895","1897"
"31896","0"
"31897","1996"
"31898","2010"
"31899","0"
"31900","2004"
"31901","2008"
"31902","2018"
"31903","1954"
"31904","2011"
"31905","2016"
"31906","0"
"31907","2017"
"31908","2016"
"31909","2019"
"31910","0"
"31911","2015"
"31912","2017"
"31913","1970"
"31914","2018"
"31915","2017"
"31916","2015"
"31917","1623"
"31918","2004"
"31919","2013"
"31920","0"
"31921","2018"
"31922","2004"
"31923","2019"
"31924","2008"
"31925","2019"
"31926","0"
"31927","2019"
"31928","1901"
"31929","2011"
"31930","2017"
"31931","2015"
"31932","0"
"31933","0"
"31934","0"
"31935","2017"
"31936","2011"
"31937","2011"
"31938","0"
"31939","2017"
"31940","2015"
"31941","1895"
"31942","2018"
"31943","2000"
"31944","2018"
"31945","2015"
"31946","2015"
"31947","2016"
"31948","2019"
"31949","2019"
"31950","2017"
"31951","1986"
"31952","2018"
"31953","1964"
"31954","2018"
"31955","2018"
"31956","1912"
"31957","2014"
"31958","2004"
"31959","2011"
"31960","2018"
"31961","2015"
"31962","1879"
"31963","2016"
"31964","2018"
"31965","1993"
"31966","2012"
"31967","2014"
"31968","2011"
"31969","2015"
"31970","0"
"31971","1852"
"31972","2019"
"31973","0"
"31974","2005"
"31975","1848"
"31976","2016"
"31977","2018"
"31978","1985"
"31979","2018"
"31980","2014"
"31981","0"
"31982","2015"
"31983","2011"
"31984","0"
"31985","0"
"31986","2018"
"31987","0"
"31988","2011"
"31989","2011"
"31990","2018"
"31991","2005"
"31992","1907"
"31993","2010"
"31994","2019"
"31995","0"
"31996","2011"
"31997","2008"
"31998","2019"
"31999","2010"
"32000","2016"
"32001","2015"
"32002","2010"
"32003","1953"
"32004","2012"
"32005","1953"
"32006","2018"
"32007","2011"
"32008","2017"
"32009","2019"
"32010","2012"
"32011","2012"
"32012","2015"
"32013","2016"
"32014","2012"
"32015","2017"
"32016","2014"
"32017","2019"
"32018","2013"
"32019","0"
"32020","1992"
"32021","2016"
"32022","0"
"32023","2017"
"32024","2018"
"32025","0"
"32026","0"
"32027","2015"
"32028","0"
"32029","1965"
"32030","0"
"32031","2007"
"32032","2013"
"32033","0"
"32034","1999"
"32035","0"
"32036","2005"
"32037","0"
"32038","2017"
"32039","2012"
"32040","2012"
"32041","2019"
"32042","2015"
"32043","2013"
"32044","2018"
"32045","0"
"32046","2016"
"32047","1945"
"32048","2005"
"32049","2013"
"32050","0"
"32051","2014"
"32052","2013"
"32053","0"
"32054","2015"
"32055","2016"
"32056","2012"
"32057","2013"
"32058","2011"
"32059","0"
"32060","0"
"32061","2000"
"32062","0"
"32063","2001"
"32064","2008"
"32065","1929"
"32066","2014"
"32067","2018"
"32068","2017"
"32069","2012"
"32070","2014"
"32071","0"
"32072","2010"
"32073","1905"
"32074","1909"
"32075","2007"
"32076","0"
"32077","2008"
"32078","2019"
"32079","1954"
"32080","0"
"32081","2017"
"32082","0"
"32083","2012"
"32084","2016"
"32085","1993"
"32086","0"
"32087","1893"
"32088","2009"
"32089","2017"
"32090","2014"
"32091","2017"
"32092","2018"
"32093","2015"
"32094","2014"
"32095","2016"
"32096","0"
"32097","2015"
"32098","0"
"32099","2001"
"32100","2014"
"32101","1898"
"32102","1873"
"32103","2019"
"32104","2019"
"32105","1908"
"32106","2014"
"32107","2014"
"32108","2016"
"32109","2011"
"32110","1985"
"32111","2008"
"32112","2014"
"32113","2012"
"32114","0"
"32115","2016"
"32116","2016"
"32117","0"
"32118","2006"
"32119","0"
"32120","2011"
"32121","0"
"32122","2018"
"32123","1930"
"32124","2003"
"32125","2018"
"32126","1958"
"32127","2007"
"32128","2006"
"32129","2006"
"32130","0"
"32131","0"
"32132","0"
"32133","2017"
"32134","0"
"32135","2018"
"32136","2015"
"32137","1906"
"32138","2016"
"32139","2002"
"32140","2014"
"32141","2012"
"32142","0"
"32143","2014"
"32144","2017"
"32145","0"
"32146","1989"
"32147","2015"
"32148","2019"
"32149","1996"
"32150","2015"
"32151","2019"
"32152","0"
"32153","1906"
"32154","1883"
"32155","1870"
"32156","1926"
"32157","2012"
"32158","2019"
"32159","0"
"32160","2016"
"32161","2007"
"32162","2014"
"32163","2011"
"32164","2017"
"32165","1912"
"32166","2018"
"32167","0"
"32168","2015"
"32169","2011"
"32170","2014"
"32171","2017"
"32172","0"
"32173","2011"
"32174","0"
"32175","0"
"32176","0"
"32177","2019"
"32178","2013"
"32179","1909"
"32180","2001"
"32181","0"
"32182","2015"
"32183","1991"
"32184","2013"
"32185","2018"
"32186","2012"
"32187","2019"
"32188","2014"
"32189","2010"
"32190","1906"
"32191","0"
"32192","2013"
"32193","0"
"32194","2019"
"32195","0"
"32196","2018"
"32197","0"
"32198","2005"
"32199","2013"
"32200","0"
"32201","1936"
"32202","2010"
"32203","1999"
"32204","2018"
"32205","1970"
"32206","2013"
"32207","2013"
"32208","1990"
"32209","2015"
"32210","1979"
"32211","2016"
"32212","2014"
"32213","2018"
"32214","2013"
"32215","0"
"32216","2015"
"32217","2018"
"32218","2015"
"32219","0"
"32220","2016"
"32221","2012"
"32222","2006"
"32223","2016"
"32224","2016"
"32225","1878"
"32226","2013"
"32227","0"
"32228","2015"
"32229","2006"
"32230","2015"
"32231","2013"
"32232","2018"
"32233","2012"
"32234","2019"
"32235","2012"
"32236","2010"
"32237","2015"
"32238","2005"
"32239","2014"
"32240","2017"
"32241","2019"
"32242","1989"
"32243","0"
"32244","2011"
"32245","1967"
"32246","2016"
"32247","2011"
"32248","2018"
"32249","2017"
"32250","0"
"32251","2003"
"32252","0"
"32253","2009"
"32254","2017"
"32255","2012"
"32256","0"
"32257","2004"
"32258","2011"
"32259","1790"
"32260","2017"
"32261","0"
"32262","2006"
"32263","2018"
"32264","2017"
"32265","2018"
"32266","2018"
"32267","0"
"32268","2019"
"32269","1999"
"32270","2016"
"32271","0"
"32272","2018"
"32273","0"
"32274","2017"
"32275","2011"
"32276","1999"
"32277","2018"
"32278","2018"
"32279","2008"
"32280","0"
"32281","1855"
"32282","2007"
"32283","2011"
"32284","1998"
"32285","2014"
"32286","0"
"32287","2010"
"32288","0"
"32289","2019"
"32290","2018"
"32291","2019"
"32292","2018"
"32293","2016"
"32294","1992"
"32295","2019"
"32296","2018"
"32297","1909"
"32298","2012"
"32299","2019"
"32300","2009"
"32301","2018"
"32302","2018"
"32303","2018"
"32304","2019"
"32305","1942"
"32306","2010"
"32307","0"
"32308","2018"
"32309","2000"
"32310","2018"
"32311","2019"
"32312","2015"
"32313","2015"
"32314","1972"
"32315","0"
"32316","2019"
"32317","2014"
"32318","2016"
"32319","0"
"32320","0"
"32321","2009"
"32322","2000"
"32323","2017"
"32324","2015"
"32325","2013"
"32326","0"
"32327","2019"
"32328","2016"
"32329","2017"
"32330","2005"
"32331","2008"
"32332","2014"
"32333","2016"
"32334","2006"
"32335","2015"
"32336","2018"
"32337","1999"
"32338","2013"
"32339","2016"
"32340","2012"
"32341","2011"
"32342","2017"
"32343","2006"
"32344","2012"
"32345","0"
"32346","2018"
"32347","0"
"32348","1964"
"32349","2017"
"32350","0"
"32351","2008"
"32352","2015"
"32353","2015"
"32354","2011"
"32355","2010"
"32356","2018"
"32357","2013"
"32358","2011"
"32359","0"
"32360","0"
"32361","2018"
"32362","2018"
"32363","2017"
"32364","1896"
"32365","2018"
"32366","2017"
"32367","0"
"32368","2001"
"32369","2011"
"32370","2018"
"32371","2016"
"32372","2017"
"32373","0"
"32374","0"
"32375","2019"
"32376","1977"
"32377","2013"
"32378","2011"
"32379","2008"
"32380","2016"
"32381","2013"
"32382","0"
"32383","2016"
"32384","2016"
"32385","0"
"32386","2019"
"32387","2015"
"32388","2018"
"32389","2018"
"32390","2019"
"32391","0"
"32392","2010"
"32393","2019"
"32394","0"
"32395","2014"
"32396","0"
"32397","2017"
"32398","2019"
"32399","2013"
"32400","2010"
"32401","0"
"32402","2019"
"32403","2015"
"32404","2014"
"32405","2019"
"32406","1990"
"32407","2016"
"32408","0"
"32409","2016"
"32410","2018"
"32411","2003"
"32412","2019"
"32413","0"
"32414","2017"
"32415","2014"
"32416","2012"
"32417","2013"
"32418","2004"
"32419","2017"
"32420","0"
"32421","2019"
"32422","0"
"32423","1962"
"32424","0"
"32425","2019"
"32426","2017"
"32427","2016"
"32428","2018"
"32429","2019"
"32430","2015"
"32431","2017"
"32432","2015"
"32433","2008"
"32434","2019"
"32435","0"
"32436","0"
"32437","2012"
"32438","2012"
"32439","2014"
"32440","2018"
"32441","0"
"32442","2014"
"32443","2015"
"32444","2015"
"32445","2004"
"32446","2015"
"32447","2016"
"32448","2018"
"32449","1829"
"32450","2018"
"32451","1944"
"32452","2009"
"32453","2017"
"32454","0"
"32455","0"
"32456","2016"
"32457","2017"
"32458","2014"
"32459","2009"
"32460","2013"
"32461","0"
"32462","0"
"32463","2013"
"32464","2009"
"32465","2005"
"32466","2007"
"32467","2017"
"32468","2003"
"32469","2015"
"32470","0"
"32471","1941"
"32472","2019"
"32473","2016"
"32474","2016"
"32475","2019"
"32476","0"
"32477","0"
"32478","1883"
"32479","0"
"32480","2019"
"32481","2017"
"32482","2010"
"32483","2015"
"32484","2018"
"32485","1836"
"32486","1999"
"32487","2015"
"32488","0"
"32489","2016"
"32490","2014"
"32491","2018"
"32492","0"
"32493","2014"
"32494","0"
"32495","0"
"32496","2018"
"32497","2012"
"32498","2002"
"32499","0"
"32500","0"
"32501","2011"
"32502","0"
"32503","1887"
"32504","2018"
"32505","2019"
"32506","2018"
"32507","0"
"32508","2016"
"32509","2012"
"32510","2014"
"32511","2012"
"32512","1985"
"32513","2016"
"32514","1911"
"32515","2013"
"32516","0"
"32517","0"
"32518","2007"
"32519","2004"
"32520","2019"
"32521","2014"
"32522","1903"
"32523","2009"
"32524","0"
"32525","2015"
"32526","2012"
"32527","2015"
"32528","0"
"32529","2014"
"32530","0"
"32531","2015"
"32532","2009"
"32533","2010"
"32534","0"
"32535","2018"
"32536","0"
"32537","0"
"32538","2007"
"32539","2018"
"32540","0"
"32541","2017"
"32542","0"
"32543","2009"
"32544","0"
"32545","0"
"32546","2016"
"32547","2012"
"32548","2018"
"32549","2017"
"32550","2004"
"32551","1947"
"32552","2009"
"32553","2019"
"32554","2010"
"32555","2006"
"32556","2010"
"32557","2009"
"32558","2015"
"32559","1892"
"32560","2018"
"32561","1877"
"32562","1898"
"32563","2012"
"32564","0"
"32565","2014"
"32566","0"
"32567","0"
"32568","2017"
"32569","2019"
"32570","2016"
"32571","1941"
"32572","2004"
"32573","2005"
"32574","2017"
"32575","2019"
"32576","1993"
"32577","2009"
"32578","1995"
"32579","1848"
"32580","2001"
"32581","2016"
"32582","2018"
"32583","2019"
"32584","2018"
"32585","2001"
"32586","2017"
"32587","2010"
"32588","1926"
"32589","0"
"32590","1884"
"32591","2010"
"32592","2012"
"32593","2013"
"32594","2002"
"32595","0"
"32596","2019"
"32597","0"
"32598","2019"
"32599","2018"
"32600","2008"
"32601","2017"
"32602","2017"
"32603","2014"
"32604","0"
"32605","0"
"32606","2019"
"32607","0"
"32608","0"
"32609","2019"
"32610","2017"
"32611","1986"
"32612","2014"
"32613","2008"
"32614","0"
"32615","1923"
"32616","2014"
"32617","1996"
"32618","0"
"32619","2013"
"32620","2016"
"32621","0"
"32622","1900"
"32623","2012"
"32624","2014"
"32625","0"
"32626","2009"
"32627","2019"
"32628","0"
"32629","1996"
"32630","2017"
"32631","2006"
"32632","2019"
"32633","2013"
"32634","2013"
"32635","0"
"32636","2018"
"32637","0"
"32638","2018"
"32639","2018"
"32640","0"
"32641","2019"
"32642","0"
"32643","2017"
"32644","1916"
"32645","2019"
"32646","2008"
"32647","0"
"32648","2009"
"32649","1891"
"32650","2016"
"32651","1941"
"32652","0"
"32653","2017"
"32654","2015"
"32655","0"
"32656","2019"
"32657","2005"
"32658","2018"
"32659","2010"
"32660","1980"
"32661","2018"
"32662","0"
"32663","2015"
"32664","2012"
"32665","0"
"32666","2012"
"32667","2019"
"32668","2017"
"32669","2017"
"32670","2019"
"32671","2006"
"32672","0"
"32673","2015"
"32674","0"
"32675","2011"
"32676","2014"
"32677","0"
"32678","2007"
"32679","2015"
"32680","2017"
"32681","0"
"32682","2019"
"32683","0"
"32684","0"
"32685","2007"
"32686","1810"
"32687","0"
"32688","2006"
"32689","0"
"32690","0"
"32691","1973"
"32692","2015"
"32693","1841"
"32694","0"
"32695","0"
"32696","1955"
"32697","2019"
"32698","2016"
"32699","2014"
"32700","2017"
"32701","2014"
"32702","2015"
"32703","0"
"32704","2001"
"32705","2019"
"32706","2017"
"32707","2014"
"32708","1931"
"32709","1991"
"32710","2016"
"32711","2018"
"32712","2015"
"32713","1844"
"32714","2004"
"32715","2014"
"32716","0"
"32717","2011"
"32718","2018"
"32719","2014"
"32720","0"
"32721","2017"
"32722","2015"
"32723","2011"
"32724","0"
"32725","0"
"32726","0"
"32727","2019"
"32728","0"
"32729","2019"
"32730","0"
"32731","0"
"32732","2000"
"32733","2019"
"32734","2013"
"32735","0"
"32736","2007"
"32737","2013"
"32738","0"
"32739","2015"
"32740","1995"
"32741","2011"
"32742","2018"
"32743","0"
"32744","2016"
"32745","0"
"32746","0"
"32747","2009"
"32748","1991"
"32749","2016"
"32750","1976"
"32751","2018"
"32752","1599"
"32753","0"
"32754","1906"
