"","year_2"
"1922","0"
"1923","1991"
"1924","2013"
"1925","0"
"1926","1980"
"1927","2008"
"1928","0"
"1929","1904"
"1930","2016"
"1931","2013"
"1932","0"
"1933","2016"
"1934","2012"
"1935","2019"
"1936","0"
"1937","0"
"1938","2016"
"1939","2016"
"1940","2011"
"1941","140"
"1942","2017"
"1943","1948"
"1944","2018"
"1945","2013"
"1946","2016"
"1947","0"
"1948","0"
"1949","2018"
"1950","0"
"1951","1980"
"1952","2011"
"1953","2014"
"1954","0"
"1955","0"
"1956","2016"
"1957","2007"
"1958","2014"
"1959","0"
"1960","1885"
"1961","1884"
"1962","0"
"1963","0"
"1964","2019"
"1965","2018"
"1966","2019"
"1967","1886"
"1968","0"
"1969","0"
"1970","0"
"1971","2017"
"1972","0"
"1973","2009"
"1974","0"
"1975","1913"
"1976","1913"
"1977","0"
"1978","2015"
"1979","0"
"1980","2018"
"1981","0"
"1982","2003"
"1983","2019"
"1984","1985"
"1985","2016"
"1986","0"
"1987","2018"
"1988","2016"
"1989","2015"
"1990","2014"
"1991","1878"
"1992","0"
"1993","1908"
"1994","2016"
"1995","2014"
"1996","2011"
"1997","0"
"1998","0"
"1999","0"
"2000","1894"
"2001","2008"
"2002","0"
"2003","2018"
"2004","2018"
"2005","2012"
"2006","2008"
"2007","2001"
"2008","1815"
"2009","2015"
"2010","2014"
"2011","1961"
"2012","2017"
"2013","2018"
"2014","2013"
"2015","2014"
"2016","2007"
"2017","0"
"2018","1998"
"2019","0"
"2020","2015"
"2021","0"
"2022","2015"
"2023","2011"
"2024","0"
"2025","2012"
"2026","2015"
"2027","0"
"2028","2009"
"2029","0"
"2030","2016"
"2031","2019"
"2032","2012"
"2033","2019"
"2034","2007"
"2035","2018"
"2036","1957"
"2037","0"
"2038","2011"
"2039","2017"
"2040","2015"
"2041","2014"
"2042","2010"
"2043","2019"
"2044","0"
"2045","2011"
"2046","2016"
"2047","2015"
"2048","2016"
"2049","2002"
"2050","1959"
"2051","1995"
"2052","2005"
"2053","0"
"2054","2019"
"2055","2017"
"2056","2016"
"2057","2018"
"2058","2019"
"2059","2002"
"2060","0"
"2061","2014"
"2062","2014"
"2063","2019"
"2064","2005"
"2065","2004"
"2066","2011"
"2067","2011"
"2068","0"
"2069","2014"
"2070","2019"
"2071","0"
"2072","2019"
"2073","1837"
"2074","0"
"2075","2017"
"2076","2010"
"2077","0"
"2078","2003"
"2079","0"
"2080","2011"
"2081","2008"
"2082","2010"
"2083","2017"
"2084","2017"
"2085","2008"
"2086","2010"
"2087","2015"
"2088","2004"
"2089","1893"
"2090","2018"
"2091","2004"
"2092","2016"
"2093","0"
"2094","0"
"2095","2017"
"2096","2011"
"2097","2011"
"2098","1968"
"2099","2014"
"2100","2019"
"2101","2019"
"2102","2014"
"2103","2011"
"2104","2016"
"2105","0"
"2106","1914"
"2107","0"
"2108","1941"
"2109","0"
"2110","0"
"2111","1963"
"2112","2011"
"2113","2014"
"2114","0"
"2115","0"
"2116","1952"
"2117","2011"
"2118","2009"
"2119","2016"
"2120","1994"
"2121","0"
"2122","2011"
"2123","2011"
"2124","2011"
"2125","1997"
"2126","0"
"2127","2011"
"2128","0"
"2129","2018"
"2130","2013"
"2131","2018"
"2132","2019"
"2133","2001"
"2134","0"
"2135","2016"
"2136","0"
"2137","2017"
"2138","2015"
"2139","2013"
"2140","2017"
"2141","2015"
"2142","1929"
"2143","0"
"2144","1922"
"2145","1885"
"2146","2013"
"2147","2012"
"2148","2003"
"2149","0"
"2150","2017"
"2151","2014"
"2152","2016"
"2153","0"
"2154","0"
"2155","2018"
"2156","2015"
"2157","2018"
"2158","2016"
"2159","0"
"2160","0"
"2161","1884"
"2162","2005"
"2163","0"
"2164","2015"
"2165","0"
"2166","0"
"2167","0"
"2168","2018"
"2169","2015"
"2170","2019"
"2171","2019"
"2172","1997"
"2173","2013"
"2174","0"
"2175","2011"
"2176","2018"
"2177","2011"
"2178","2018"
"2179","0"
"2180","2018"
"2181","2007"
"2182","0"
"2183","0"
"2184","2012"
"2185","0"
"2186","2012"
"2187","2012"
"2188","2013"
"2189","2014"
"2190","2018"
"2191","2009"
"2192","2017"
"2193","2008"
"2194","0"
"2195","1850"
"2196","2019"
"2197","2009"
"2198","2016"
"2199","0"
"2200","2015"
"2201","1978"
"2202","2014"
"2203","2019"
"2204","2019"
"2205","2004"
"2206","2019"
"2207","2015"
"2208","1905"
"2209","2017"
"2210","0"
"2211","2017"
"2212","2014"
"2213","2011"
"2214","2010"
"2215","2015"
"2216","2016"
"2217","2018"
"2218","0"
"2219","2017"
"2220","2019"
"2221","2009"
"2222","2018"
"2223","2019"
"2224","2015"
"2225","2012"
"2226","1952"
"2227","0"
"2228","2010"
"2229","2015"
"2230","2014"
"2231","0"
"2232","2018"
"2233","2019"
"2234","2019"
"2235","2018"
"2236","2012"
"2237","2018"
"2238","0"
"2239","2015"
"2240","0"
"2241","2005"
"2242","2018"
"2243","2017"
"2244","2019"
"2245","2019"
"2246","2018"
"2247","0"
"2248","2018"
"2249","0"
"2250","2017"
"2251","2006"
"2252","1924"
"2253","2017"
"2254","0"
"2255","0"
"2256","0"
"2257","2014"
"2258","0"
"2259","2018"
"2260","2018"
"2261","2019"
"2262","2013"
"2263","2015"
"2264","2017"
"2265","2017"
"2266","2008"
"2267","0"
"2268","1992"
"2269","2010"
"2270","2009"
"2271","1982"
"2272","0"
"2273","2016"
"2274","2015"
"2275","0"
"2276","2013"
"2277","0"
"2278","2017"
"2279","2016"
"2280","2016"
"2281","2010"
"2282","2006"
"2283","0"
"2284","2013"
"2285","2011"
"2286","2013"
"2287","2009"
"2288","2013"
"2289","2016"
"2290","2009"
"2291","0"
"2292","0"
"2293","2019"
"2294","2008"
"2295","2012"
"2296","2016"
"2297","2015"
"2298","2018"
"2299","0"
"2300","2017"
"2301","2012"
"2302","2018"
"2303","0"
"2304","2020"
"2305","2005"
"2306","2013"
"2307","2019"
"2308","2000"
"2309","0"
"2310","2018"
"2311","2015"
"2312","2018"
"2313","2011"
"2314","0"
"2315","2018"
"2316","1907"
"2317","2011"
"2318","0"
"2319","2011"
"2320","2003"
"2321","2012"
"2322","2015"
"2323","0"
"2324","2004"
"2325","2014"
"2326","2006"
"2327","2017"
"2328","2010"
"2329","1892"
"2330","0"
"2331","2017"
"2332","1911"
"2333","2010"
"2334","2015"
"2335","2019"
"2336","2013"
"2337","0"
"2338","2014"
"2339","2011"
"2340","2017"
"2341","0"
"2342","0"
"2343","2009"
"2344","2004"
"2345","0"
"2346","0"
"2347","2009"
"2348","2016"
"2349","2000"
"2350","2013"
"2351","2011"
"2352","2017"
"2353","2013"
"2354","2011"
"2355","2014"
"2356","2006"
"2357","1998"
"2358","2012"
"2359","1917"
"2360","0"
"2361","0"
"2362","1990"
"2363","0"
"2364","2015"
"2365","0"
"2366","2017"
"2367","2018"
"2368","2010"
"2369","2019"
"2370","2014"
"2371","2019"
"2372","0"
"2373","0"
"2374","2018"
"2375","0"
"2376","2018"
"2377","0"
"2378","2011"
"2379","2018"
"2380","2006"
"2381","2006"
"2382","2016"
"2383","2017"
"2384","2004"
"2385","2016"
"2386","0"
"2387","2015"
"2388","1837"
"2389","0"
"2390","2015"
"2391","1837"
"2392","2017"
"2393","2014"
"2394","2014"
"2395","1862"
"2396","2015"
"2397","2016"
"2398","2014"
"2399","0"
"2400","0"
"2401","1959"
"2402","2000"
"2403","2017"
"2404","0"
"2405","2019"
"2406","2012"
"2407","2013"
"2408","2014"
"2409","2016"
"2410","2014"
"2411","2013"
"2412","2016"
"2413","2009"
"2414","2014"
"2415","0"
"2416","2013"
"2417","2016"
"2418","2016"
"2419","2017"
"2420","2013"
"2421","0"
"2422","0"
"2423","1994"
"2424","0"
"2425","2008"
"2426","2013"
"2427","2012"
"2428","2008"
"2429","1997"
"2430","2019"
"2431","2016"
"2432","2018"
"2433","2008"
"2434","2011"
"2435","2015"
"2436","0"
"2437","2018"
"2438","0"
"2439","2005"
"2440","0"
"2441","2014"
"2442","2008"
"2443","0"
"2444","2009"
"2445","2014"
"2446","2010"
"2447","2011"
"2448","2018"
"2449","2015"
"2450","2018"
"2451","0"
"2452","2007"
"2453","2011"
"2454","2016"
"2455","2012"
"2456","1908"
"2457","0"
"2458","2012"
"2459","2002"
"2460","2017"
"2461","0"
"2462","1874"
"2463","0"
"2464","2019"
"2465","1872"
"2466","2016"
"2467","0"
"2468","2015"
"2469","2011"
"2470","2001"
"2471","2018"
"2472","2002"
"2473","0"
"2474","2016"
"2475","0"
"2476","1921"
"2477","2013"
"2478","2019"
"2479","0"
"2480","2012"
"2481","2015"
"2482","1970"
"2483","2019"
"2484","2014"
"2485","2016"
"2486","2009"
"2487","2010"
"2488","2019"
"2489","2019"
"2490","2018"
"2491","2003"
"2492","2018"
"2493","2014"
"2494","0"
"2495","2017"
"2496","2008"
"2497","2010"
"2498","2014"
"2499","2017"
"2500","2007"
"2501","2017"
"2502","0"
"2503","2017"
"2504","2013"
"2505","0"
"2506","0"
"2507","2014"
"2508","0"
"2509","2015"
"2510","2018"
"2511","2017"
"2512","2018"
"2513","2015"
"2514","2012"
"2515","2013"
"2516","2010"
"2517","2018"
"2518","2013"
"2519","2012"
"2520","0"
"2521","2018"
"2522","2008"
"2523","2005"
"2524","2019"
"2525","2019"
"2526","2018"
"2527","0"
"2528","1966"
"2529","0"
"2530","2018"
"2531","2007"
"2532","2007"
"2533","2016"
"2534","2002"
"2535","2000"
"2536","2013"
"2537","2017"
"2538","2014"
"2539","1997"
"2540","2008"
"2541","2018"
"2542","2019"
"2543","2014"
"2544","2007"
"2545","2019"
"2546","0"
"2547","2015"
"2548","0"
"2549","2011"
"2550","0"
"2551","0"
"2552","2013"
"2553","1978"
"2554","2004"
"2555","2004"
"2556","2012"
"2557","1986"
"2558","1978"
"2559","2015"
"2560","1847"
"2561","1940"
"2562","2017"
"2563","1891"
"2564","2017"
"2565","0"
"2566","2018"
"2567","2008"
"2568","2015"
"2569","2008"
"2570","2018"
"2571","2011"
"2572","0"
"2573","0"
"2574","2018"
"2575","2009"
"2576","2018"
"2577","2013"
"2578","0"
"2579","2015"
"2580","2011"
"2581","1956"
"2582","2016"
"2583","2011"
"2584","2019"
"2585","2017"
"2586","0"
"2587","2018"
"2588","2017"
"2589","2014"
"2590","2009"
"2591","2015"
"2592","2017"
"2593","2018"
"2594","2010"
"2595","1907"
"2596","2010"
"2597","2008"
"2598","2013"
"2599","2018"
"2600","2014"
"2601","2014"
"2602","2009"
"2603","2012"
"2604","0"
"2605","2016"
"2606","2007"
"2607","1948"
"2608","0"
"2609","2009"
"2610","2016"
"2611","0"
"2612","2017"
"2613","1892"
"2614","2015"
"2615","1859"
"2616","1845"
"2617","0"
"2618","2014"
"2619","2019"
"2620","2013"
"2621","2008"
"2622","2018"
"2623","2017"
"2624","2011"
"2625","2016"
"2626","2016"
"2627","2015"
"2628","0"
"2629","2014"
"2630","0"
"2631","2008"
"2632","2017"
"2633","0"
"2634","2018"
"2635","2019"
"2636","0"
"2637","1942"
"2638","2015"
"2639","0"
"2640","2018"
"2641","1931"
"2642","0"
"2643","0"
"2644","0"
"2645","2012"
"2646","2018"
"2647","0"
"2648","2014"
"2649","2019"
"2650","2019"
"2651","2012"
"2652","2001"
"2653","2018"
"2654","2019"
"2655","2015"
"2656","2007"
"2657","0"
"2658","1998"
"2659","2019"
"2660","2016"
"2661","2012"
"2662","2009"
"2663","2008"
"2664","2019"
"2665","2017"
"2666","0"
"2667","0"
"2668","0"
"2669","2018"
"2670","2019"
"2671","2010"
"2672","2019"
"2673","2016"
"2674","1950"
"2675","0"
"2676","2014"
"2677","1957"
"2678","2017"
"2679","2004"
"2680","1934"
"2681","2007"
"2682","0"
"2683","2008"
"2684","2017"
"2685","2016"
"2686","0"
"2687","2012"
"2688","0"
"2689","0"
"2690","2016"
"2691","2005"
"2692","2018"
"2693","2008"
"2694","2012"
"2695","0"
"2696","1910"
"2697","2011"
"2698","0"
"2699","2011"
"2700","2015"
"2701","2013"
"2702","0"
"2703","1921"
"2704","1971"
"2705","2018"
"2706","1943"
"2707","2017"
"2708","2017"
"2709","2017"
"2710","2016"
"2711","2017"
"2712","1889"
"2713","1947"
"2714","2019"
"2715","0"
"2716","2016"
"2717","2017"
"2718","0"
"2719","2016"
"2720","2014"
"2721","0"
"2722","2009"
"2723","2016"
"2724","2014"
"2725","2012"
"2726","1945"
"2727","2019"
"2728","1887"
"2729","1992"
"2730","0"
"2731","2011"
"2732","2018"
"2733","2015"
"2734","0"
"2735","2017"
"2736","0"
"2737","2012"
"2738","2017"
"2739","2019"
"2740","2003"
"2741","1843"
"2742","2013"
"2743","2003"
"2744","2019"
"2745","0"
"2746","0"
"2747","2018"
"2748","0"
"2749","2010"
"2750","2013"
"2751","0"
"2752","2018"
"2753","2017"
"2754","2009"
"2755","2019"
"2756","2019"
"2757","2018"
"2758","2018"
"2759","2014"
"2760","2014"
"2761","2011"
"2762","0"
"2763","2003"
"2764","0"
"2765","0"
"2766","0"
"2767","1847"
"2768","2013"
"2769","2019"
"2770","2019"
"2771","2015"
"2772","2008"
"2773","2015"
"2774","0"
"2775","1984"
"2776","1910"
"2777","0"
"2778","0"
"2779","0"
"2780","0"
"2781","0"
"2782","2012"
"2783","2014"
"2784","2013"
"2785","2018"
"2786","2008"
"2787","0"
"2788","1889"
"2789","1939"
"2790","1909"
"2791","0"
"2792","0"
"2793","2017"
"2794","2019"
"2795","0"
"2796","2003"
"2797","2009"
"2798","1882"
"2799","2006"
"2800","2010"
"2801","0"
"2802","0"
"2803","2015"
"2804","0"
"2805","1940"
"2806","2019"
"2807","1922"
"2808","2018"
"2809","2019"
"2810","2014"
"2811","2005"
"2812","2006"
"2813","2017"
"2814","1998"
"2815","2018"
"2816","0"
"2817","2009"
"2818","2016"
"2819","2013"
"2820","2018"
"2821","2012"
"2822","2017"
"2823","1938"
"2824","0"
"2825","2001"
"2826","1936"
"2827","2006"
"2828","1928"
"2829","0"
"2830","0"
"2831","2019"
"2832","1992"
"2833","2017"
"2834","2009"
"2835","2013"
"2836","2019"
"2837","0"
"2838","2019"
"2839","0"
"2840","2013"
"2841","2016"
"2842","2015"
"2843","2013"
"2844","2016"
"2845","1857"
"2846","2008"
"2847","0"
"2848","2010"
"2849","2001"
"2850","2018"
"2851","0"
"2852","2018"
"2853","2004"
"2854","1979"
"2855","2012"
"2856","2013"
"2857","2004"
"2858","2019"
"2859","2018"
"2860","0"
"2861","0"
"2862","2018"
"2863","1961"
"2864","1841"
"2865","2009"
"2866","0"
"2867","2016"
"2868","2007"
"2869","2015"
"2870","2016"
"2871","2000"
"2872","2012"
"2873","2006"
"2874","2009"
"2875","0"
"2876","2014"
"2877","1884"
"2878","2011"
"2879","2016"
"2880","2008"
"2881","2019"
"2882","1819"
"2883","2018"
"2884","0"
"2885","2000"
"2886","1990"
"2887","0"
"2888","2018"
"2889","2015"
"2890","2019"
"2891","2017"
"2892","2018"
"2893","2009"
"2894","2017"
"2895","2017"
"2896","1911"
"2897","2018"
"2898","2017"
"2899","2015"
"2900","2019"
"2901","1970"
"2902","2011"
"2903","0"
"2904","1996"
"2905","2017"
"2906","2008"
"2907","2019"
"2908","2010"
"2909","2013"
"2910","2009"
"2911","2013"
"2912","2018"
"2913","2014"
"2914","2008"
"2915","2019"
"2916","0"
"2917","2018"
"2918","2016"
"2919","2006"
"2920","2017"
"2921","1818"
"2922","2018"
"2923","2016"
"2924","2018"
"2925","1984"
"2926","1917"
"2927","2018"
"2928","2018"
"2929","2017"
"2930","1995"
"2931","2016"
"2932","2016"
"2933","2013"
"2934","0"
"2935","2009"
"2936","2019"
"2937","1872"
"2938","2015"
"2939","2017"
"2940","2016"
"2941","2018"
"2942","0"
"2943","2019"
"2944","2006"
"2945","2007"
"2946","2014"
"2947","2016"
"2948","0"
"2949","2010"
"2950","2014"
"2951","2008"
"2952","0"
"2953","2010"
"2954","2003"
"2955","2015"
"2956","2017"
"2957","2005"
"2958","2018"
"2959","2014"
"2960","0"
"2961","2018"
"2962","0"
"2963","0"
"2964","2017"
"2965","2017"
"2966","1990"
"2967","2007"
"2968","0"
"2969","2017"
"2970","2017"
"2971","0"
"2972","1911"
"2973","2013"
"2974","0"
"2975","2011"
"2976","1998"
"2977","2016"
"2978","2004"
"2979","2017"
"2980","1941"
"2981","2015"
"2982","2003"
"2983","2013"
"2984","0"
"2985","2003"
"2986","0"
"2987","2012"
"2988","1836"
"2989","2017"
"2990","2017"
"2991","2015"
"2992","0"
"2993","2011"
"2994","2018"
"2995","2014"
"2996","2007"
"2997","2003"
"2998","1937"
"2999","0"
"3000","2010"
"3001","2019"
"3002","0"
"3003","0"
"3004","1991"
"3005","2014"
"3006","2014"
"3007","2009"
"3008","2013"
"3009","2019"
"3010","2019"
"3011","0"
"3012","2016"
"3013","2016"
"3014","2018"
"3015","2011"
"3016","2011"
"3017","0"
"3018","2009"
"3019","1821"
"3020","0"
"3021","2017"
"3022","2018"
"3023","2016"
"3024","2016"
"3025","0"
"3026","0"
"3027","0"
"3028","2017"
"3029","2016"
"3030","2000"
"3031","0"
"3032","2015"
"3033","2019"
"3034","2016"
"3035","2009"
"3036","0"
"3037","2005"
"3038","2010"
"3039","2012"
"3040","1894"
"3041","2016"
"3042","1995"
"3043","2010"
"3044","2013"
"3045","2020"
"3046","1970"
"3047","0"
"3048","2010"
"3049","1983"
"3050","2019"
"3051","0"
"3052","2012"
"3053","2013"
"3054","2017"
"3055","0"
"3056","2016"
"3057","2008"
"3058","2014"
"3059","2018"
"3060","2011"
"3061","0"
"3062","1877"
"3063","2010"
"3064","0"
"3065","0"
"3066","2019"
"3067","0"
"3068","1999"
"3069","2012"
"3070","2018"
"3071","2016"
"3072","2018"
"3073","2017"
"3074","2016"
"3075","2019"
"3076","2017"
"3077","1859"
"3078","0"
"3079","2018"
"3080","2007"
"3081","2010"
"3082","1982"
"3083","0"
"3084","2008"
"3085","2017"
"3086","2008"
"3087","2016"
"3088","2015"
"3089","2013"
"3090","2015"
"3091","2017"
"3092","0"
"3093","2010"
"3094","2013"
"3095","2004"
"3096","2008"
"3097","2014"
"3098","2019"
"3099","0"
"3100","2009"
"3101","0"
"3102","2007"
"3103","2018"
"3104","2018"
"3105","0"
"3106","1925"
"3107","2017"
"3108","2018"
"3109","2018"
"3110","0"
"3111","2014"
"3112","2017"
"3113","2018"
"3114","0"
"3115","2009"
"3116","2009"
"3117","1980"
"3118","0"
"3119","2015"
"3120","2007"
"3121","2009"
"3122","2018"
"3123","2012"
"3124","2011"
"3125","2019"
"3126","2012"
"3127","2018"
"3128","0"
"3129","2015"
"3130","2001"
"3131","2019"
"3132","0"
"3133","2016"
"3134","2006"
"3135","2016"
"3136","2019"
"3137","0"
"3138","2016"
"3139","2012"
"3140","1877"
"3141","1980"
"3142","2012"
"3143","0"
"3144","2016"
"3145","2010"
"3146","2018"
"3147","2011"
"3148","0"
"3149","2016"
"3150","2017"
"3151","0"
"3152","2017"
"3153","2008"
"3154","1848"
"3155","1974"
"3156","1936"
"3157","2005"
"3158","1852"
"3159","2015"
"3160","2017"
"3161","1871"
"3162","2017"
"3163","1997"
"3164","2015"
"3165","0"
"3166","2015"
"3167","2015"
"3168","2015"
"3169","2019"
"3170","2017"
"3171","2010"
"3172","2015"
"3173","0"
"3174","2004"
"3175","1842"
"3176","1891"
"3177","0"
"3178","0"
"3179","0"
"3180","1954"
"3181","0"
"3182","0"
"3183","1984"
"3184","0"
"3185","2019"
"3186","2011"
"3187","2011"
"3188","2019"
"3189","2017"
"3190","0"
"3191","1833"
"3192","2017"
"3193","2012"
"3194","1934"
"3195","2006"
"3196","2011"
"3197","2017"
"3198","0"
"3199","2019"
"3200","2013"
"3201","2011"
"3202","2019"
"3203","0"
"3204","1915"
"3205","2017"
"3206","2002"
"3207","2017"
"3208","2018"
"3209","1837"
"3210","2016"
"3211","0"
"3212","0"
"3213","2012"
"3214","2019"
"3215","0"
"3216","2012"
"3217","0"
"3218","2015"
"3219","2018"
"3220","1900"
"3221","2000"
"3222","0"
"3223","0"
"3224","2018"
"3225","0"
"3226","2019"
"3227","2019"
"3228","2012"
"3229","2014"
"3230","2013"
"3231","2009"
"3232","2018"
"3233","2010"
"3234","2011"
"3235","2007"
"3236","2019"
"3237","2004"
"3238","2014"
"3239","2016"
"3240","0"
"3241","2002"
"3242","2006"
"3243","2016"
"3244","2013"
"3245","2018"
"3246","2014"
"3247","2018"
"3248","2011"
"3249","2010"
"3250","0"
"3251","2013"
"3252","1863"
"3253","2012"
"3254","2002"
"3255","1949"
"3256","2017"
"3257","2011"
"3258","2013"
"3259","2015"
"3260","1988"
"3261","2008"
"3262","2008"
"3263","2019"
"3264","2017"
"3265","2016"
"3266","2017"
"3267","2019"
"3268","2006"
"3269","2016"
"3270","2006"
"3271","2015"
"3272","2014"
"3273","2014"
"3274","0"
"3275","0"
"3276","2017"
"3277","0"
"3278","2014"
"3279","2010"
"3280","0"
"3281","2019"
"3282","2013"
"3283","2009"
"3284","2019"
"3285","0"
"3286","2016"
"3287","2018"
"3288","0"
"3289","2017"
"3290","1835"
"3291","2012"
"3292","1859"
"3293","0"
"3294","0"
"3295","0"
"3296","1922"
"3297","2006"
"3298","1860"
"3299","2012"
"3300","0"
"3301","2013"
"3302","0"
"3303","2018"
"3304","2011"
"3305","2013"
"3306","2019"
"3307","0"
"3308","0"
"3309","2018"
"3310","2017"
"3311","0"
"3312","0"
"3313","0"
"3314","2007"
"3315","2013"
"3316","2019"
"3317","2005"
"3318","1983"
"3319","2000"
"3320","0"
"3321","2015"
"3322","2013"
"3323","2016"
"3324","1934"
"3325","1880"
"3326","2013"
"3327","2008"
"3328","2019"
"3329","2014"
"3330","2018"
"3331","2019"
"3332","2011"
"3333","2004"
"3334","0"
"3335","2018"
"3336","2019"
"3337","2017"
"3338","2011"
"3339","1869"
"3340","2018"
"3341","0"
"3342","2017"
"3343","2014"
"3344","0"
"3345","2016"
"3346","0"
"3347","2011"
"3348","1866"
"3349","0"
"3350","0"
"3351","2004"
"3352","0"
"3353","2017"
"3354","2014"
"3355","0"
"3356","2011"
"3357","0"
"3358","2016"
"3359","2012"
"3360","2013"
"3361","2015"
"3362","1987"
"3363","2011"
"3364","2015"
"3365","2019"
"3366","2000"
"3367","2018"
"3368","0"
"3369","1841"
"3370","2018"
"3371","2015"
"3372","2019"
"3373","2019"
"3374","2011"
"3375","2013"
"3376","2012"
"3377","2016"
"3378","1997"
"3379","2016"
"3380","2011"
"3381","2018"
"3382","0"
"3383","2012"
"3384","2012"
"3385","2006"
"3386","2012"
"3387","2000"
"3388","2013"
"3389","2019"
"3390","2011"
"3391","2018"
"3392","2017"
"3393","2008"
"3394","2018"
"3395","2016"
"3396","0"
"3397","2019"
"3398","2019"
"3399","2017"
"3400","2015"
"3401","2008"
"3402","2018"
"3403","2015"
"3404","2019"
"3405","2018"
"3406","2013"
"3407","1608"
"3408","2018"
"3409","0"
"3410","1863"
"3411","2017"
"3412","2018"
"3413","2012"
"3414","1876"
"3415","1995"
"3416","2018"
"3417","0"
"3418","2016"
"3419","0"
"3420","0"
"3421","2016"
"3422","2006"
"3423","0"
"3424","1871"
"3425","2017"
"3426","2018"
"3427","2017"
"3428","2017"
"3429","2016"
"3430","2004"
"3431","2018"
"3432","2016"
"3433","2017"
"3434","2014"
"3435","2014"
"3436","0"
"3437","2019"
"3438","2019"
"3439","2018"
"3440","2014"
"3441","2003"
"3442","1975"
"3443","0"
"3444","0"
"3445","2018"
"3446","2007"
"3447","2014"
"3448","2014"
